"Facility Name","Facility Address","Latitude","Longitude","NAICS Code","NAICS Description","Pollutant","Source Type","Emissions in Tons","Year"
"WD MEDIA, INC","1710 AUTOMATION PKWY","37.3861","-121.883","334613","Magnetic and Optical Recording Media Manufacturing","Volatile Organic Compounds","Miscellaneous","5.8782867","2008"
"HURON GINNING CO","20431 W DORRIS AVE","36.2551","-120.153","115111","Cotton Ginning","PM10","Miscellaneous","6.929166","2008"
"THE FOOTHILL WAREHOUSE","2005 HUSTED RD","39.1020","-122.133","311212","Rice Milling","PM2.5 Primary (Filt + Cond","Miscellaneous","8.5656","2008"
"THE FOOTHILL WAREHOUSE","2005 HUSTED RD","39.1020","-122.133","311212","Rice Milling","PM10","Miscellaneous","14.0536","2008"
"CHRISMAN DRYER","484 B STREET","39.1612","-122.155","311212","Rice Milling","PM10","Miscellaneous","8.1288","2008"
"GREKA OIL & GAS, INC","1920 E ORCHARD DR","33.8699","-117.824","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","23.61","2008"
"CISCO SYSTEMS, SITE 4 CAMPUS,","300 E TASMAN DRIVE","37.4115","-121.940","333319","Other Commercial and Service Industry Machinery Manufacturing","Nitrogen Oxides","Miscellaneous","8.568","2008"
"SLAWSON EXPLORATION","SLAWSON EXPLORATION","39.0180","-121.890","213111","Drilling Oil and Gas Wells","Carbon Monoxide","Miscellaneous","40.06","2008"
"SLAWSON EXPLORATION","SLAWSON EXPLORATION","39.0180","-121.890","213111","Drilling Oil and Gas Wells","Nitrogen Oxides","Miscellaneous","50.07","2008"
"ASPEN EXPLORATION CORP.","JOHNSON 6","39.8017","-122.247","211111","Crude Petroleum and Natural Gas Extraction","Nitrogen Oxides","Miscellaneous","11.88","2008"
"CALIFORNIA POWER HOLDINGS LLC","970 DIAMOND AVE.","40.1513","-122.211","221111","Hydroelectric Power Generation","Ammonia","Electricity Generation via Combustion","28.5","2008"
"VINTAGE PETROLEUM INCORPORATED","VINTAGE PETROLEUM INCORPORATED","39.0790","-121.918","213111","Drilling Oil and Gas Wells","Carbon Monoxide","Miscellaneous","11.45","2008"
"VINTAGE PETROLEUM INCORPORATED","VINTAGE PETROLEUM INCORPORATED","39.0790","-121.918","213111","Drilling Oil and Gas Wells","Nitrogen Oxides","Miscellaneous","54.88","2008"
"ROYALE OPERATING COMPANY","ROYALE OPERATING COMPANY","39.1000","-122.010","213111","Drilling Oil and Gas Wells","Nitrogen Oxides","Miscellaneous","6.72","2008"
"MORNING STAR PACKING COMPANY","2211 OLD HWY 99","39.1612","-122.155","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","14.16","2008"
"CALMAT CO.","17041 E KINGS CANYON RD","36.7322","-119.484","324121","Asphalt Paving Mixture and Block Manufacturing","Volatile Organic Compounds","Hot Mix Asphalt Plant","5.048732","2008"
"CALMAT CO.","17041 E KINGS CANYON RD","36.7322","-119.484","324121","Asphalt Paving Mixture and Block Manufacturing","PM10","Hot Mix Asphalt Plant","5.10558","2008"
"CALMAT CO.","17041 E KINGS CANYON RD","36.7322","-119.484","324121","Asphalt Paving Mixture and Block Manufacturing","Carbon Monoxide","Hot Mix Asphalt Plant","7.55012","2008"
"CALMAT CO.","17041 E KINGS CANYON RD","36.7322","-119.484","324121","Asphalt Paving Mixture and Block Manufacturing","Nitrogen Oxides","Hot Mix Asphalt Plant","11.01887","2008"
"SUN VALLEY RICE CO. LLC","7050 EDDY RD","38.9620","-122.016","311212","Rice Milling","PM10","Miscellaneous","8.9348","2008"
"DYNEGY OAKLAND LLC","50 MARTIN LUTHR KNG, JR WAY","37.7971","-122.282","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Miscellaneous","16.524","2008"
"EVERGREEN OIL, INC","6880 SMITH AVENUE","37.5199","-122.020","324191","Petroleum Lubricating Oil and Grease Manufacturing","Volatile Organic Compounds","Miscellaneous","7.0604327","2008"
"EVERGREEN OIL, INC","6880 SMITH AVENUE","37.5199","-122.020","324191","Petroleum Lubricating Oil and Grease Manufacturing","Nitrogen Oxides","Miscellaneous","16.789","2008"
"CULTURED MARBLE PRODUCTS","2701 MERCED STREET","37.7095","-122.172","327991","Cut Stone and Stone Product Manufacturing","Volatile Organic Compounds","Miscellaneous","15.9741822","2008"
"QUIKRETE NORTHERN CALIFORNIA","6950 STEVENSON BLVD","37.5074","-121.997","327332","Concrete Pipe Manufacturing","PM10","Miscellaneous","5.28088","2008"
"ROLLS-ROYCE ENGINE SERVICES -","6711 LOCKHEED STREET","37.7373","-122.218","541380","Testing Laboratories","Carbon Monoxide","Miscellaneous","5.226","2008"
"ROLLS-ROYCE ENGINE SERVICES -","6711 LOCKHEED STREET","37.7373","-122.218","541380","Testing Laboratories","Sulfur Dioxide","Miscellaneous","5.572","2008"
"ROLLS-ROYCE ENGINE SERVICES -","6711 LOCKHEED STREET","37.7373","-122.218","541380","Testing Laboratories","Nitrogen Oxides","Miscellaneous","30.54","2008"
"THE GAGE CANAL COMPANY","12224 MICHIGAN ST","34.0318","-117.323","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","26.82","2008"
"THE GAGE CANAL COMPANY","AT&SF RAILROAD/HOSPITALITY LN","34.0980","-117.293","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","55.72","2008"
"THE GAGE CANAL COMPANY","AT&SF RAILROAD/SANTA ANA RIVER","34.0980","-117.293","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","41.25","2008"
"GENENTECH, INC.","1000 NEW HORIZONS WAY","38.3890","-121.950","325412","Pharmaceutical Preparation Manufacturing","Carbon Monoxide","Miscellaneous","6.17","2008"
"SO ORANGE CO WASTEWATER AUTHORITY-RTP","29200-01 LA PAZ RD","33.5366","-117.700","562219","Other Nonhazardous Waste Treatment and Disposal","Carbon Monoxide","Wastewater Treatment Facility","24.823315","2008"
"3M ESPE DENTAL PRODUCTS DIVISION","2111 MCGAW AVE","33.6903","-117.842","339114","Dental Equipment and Supplies Manufacturing","Volatile Organic Compounds","Miscellaneous","6.517188697","2008"
"WESTSIDE FARMERS COOP #2 & #3","28285 W CLAYTON AVE","36.6418","-120.311","115111","Cotton Ginning","PM10","Miscellaneous","10.3293","2008"
"CITY OF BERKELEY/ENGR DIV/PUBL","CESAR CHAVEZ PRK","37.8763","-122.305","921190","Other General Government Support","Carbon Monoxide","Miscellaneous","6.828","2008"
"CITY OF BERKELEY/ENGR DIV/PUBL","CESAR CHAVEZ PRK","37.8763","-122.305","921190","Other General Government Support","Volatile Organic Compounds","Miscellaneous","7.3691588","2008"
"EXXONMOBIL OIL CORPORATION","EMIDIO PUMPING STATION","35.5474","-119.775","486110","Pipeline Transportation of Crude Oil","Carbon Monoxide","Miscellaneous","7.429049","2008"
"7/11 MATERIALS, INC","906 EAST LINE","37.3599","-118.384","327320","Ready-Mix Concrete Manufacturing","PM10","Concrete Batch Plant","5.134","2008"
"TEHACHAPI-CUMMINGS WTR DST P-3","NW-SW SECT 34/T12N/R17W","35.0794","-118.687","221310","Water Supply and Irrigation Systems","Nitrogen Oxides","Miscellaneous","11.56078","2008"
"TEHACHAPI-CUMMINGS WTR DST P-3","NW-SW SECT 34/T12N/R17W","35.0794","-118.687","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","30.59811","2008"
"WEST KERN WATER DISTRICT","WELL FIELD","35.1470","-119.453","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","13.511582","2008"
"SOUTH VALLEY GINS INC","VALPREDO RD, 3 MI W OF HWY 99","35.0980","-119.030","115111","Cotton Ginning","PM10","Miscellaneous","11.164","2008"
"FLINT INK NORTH AMERICA CORPORATION","1115 SHORE STREET","38.5628","-121.547","325910","Printing Ink Manufacturing","Volatile Organic Compounds","Miscellaneous","6.86","2008"
"KAISER ALUMINUM FABRICATED PRODUCTS, LLC","6250 E BANDINI BLVD","33.9898","-118.151","331314","Secondary Smelting and Alloying of Aluminum","Nitrogen Oxides","Miscellaneous","10.36","2008"
"CALPINE KING CITY COGEN, LLC","750 METZ ROAD","36.2250","-121.128","311211","Flour Milling","Ammonia","Electricity Generation via Combustion","10.1485","2008"
"CALPINE KING CITY COGEN, LLC","750 METZ ROAD","36.2250","-121.128","311211","Flour Milling","Nitrogen Oxides","Electricity Generation via Combustion","61.0731","2008"
"AIR PRODUCTS & CHEMICALS, INC","TESORO, AVON REFINERY","38.0239","-122.065","325120","Industrial Gas Manufacturing","Volatile Organic Compounds","Miscellaneous","5.79927","2008"
"AIR PRODUCTS & CHEMICALS, INC","TESORO, AVON REFINERY","38.0239","-122.065","325120","Industrial Gas Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","8.460859","2008"
"AIR PRODUCTS & CHEMICALS, INC","TESORO, AVON REFINERY","38.0239","-122.065","325120","Industrial Gas Manufacturing","PM10","Miscellaneous","8.533838","2008"
"AIR PRODUCTS & CHEMICALS, INC","TESORO, AVON REFINERY","38.0239","-122.065","325120","Industrial Gas Manufacturing","Carbon Monoxide","Miscellaneous","63.076","2008"
"DOW JONES & COMPANY, INC","1701 PAGE MILL ROAD","37.4090","-122.153","511110","Newspaper Publishers","Volatile Organic Compounds","Miscellaneous","9.2522","2008"
"STAN LESTER DBA LESTER FARMS","4317 MARGARET LANE","38.4893","-121.979","115114","Postharvest Crop Activities (except Cotton Ginning)","Sulfur Dioxide","Miscellaneous","7.37","2008"
"UNION SANITARY DISTRICT","5072 BENSON ROAD","37.5909","-122.089","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","8.322641","2008"
"UNION SANITARY DISTRICT","5072 BENSON ROAD","37.5909","-122.089","221320","Sewage Treatment Facilities","Ammonia","Wastewater Treatment Facility","10.9055","2008"
"UNION SANITARY DISTRICT","5072 BENSON ROAD","37.5909","-122.089","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","56.796","2008"
"UNION SANITARY DISTRICT","5072 BENSON ROAD","37.5909","-122.089","221320","Sewage Treatment Facilities","Nitrogen Oxides","Wastewater Treatment Facility","60.609","2008"
"DEPENDABLE FURNITURE MANUFACTU","888 DOOLITTLE DRIVE","37.7185","-122.190","337211","Wood Office Furniture Manufacturing","Volatile Organic Compounds","Miscellaneous","9.3692391","2008"
"TENSION ENVELOPE COMPANY","610 85TH AVENUE","37.7427","-122.191","323110","Commercial Lithographic Printing","Volatile Organic Compounds","Miscellaneous","7.999","2008"
"BERKELEY ASPHALT CO","699 VIRGINIA STREET","37.8698","-122.302","324121","Asphalt Paving Mixture and Block Manufacturing","Carbon Monoxide","Hot Mix Asphalt Plant","12.338","2008"
"SHELL PIPELINE COMPANY LP","GUSTINE PUMP STATION","37.2512","-121.117","486110","Pipeline Transportation of Crude Oil","Carbon Monoxide","Miscellaneous","9.19377","2008"
"PACIFIC GAS TURBINE CENTER INC","7007         CONSOLIDATED WY","32.8780","-117.164","336412","Aircraft Engine and Engine Parts Manufacturing","Volatile Organic Compounds","Miscellaneous","7.163515237","2008"
"PACIFIC GAS TURBINE CENTER INC","7007         CONSOLIDATED WY","32.8780","-117.164","336412","Aircraft Engine and Engine Parts Manufacturing","Nitrogen Oxides","Miscellaneous","12.88514","2008"
"FEDERAL CORRECTIONAL COMPLEX","3901 KLEIN. BOULEVARD","34.6785","-120.500","922140","Correctional Institutions","Carbon Monoxide","Miscellaneous","9.21","2008"
"SISQUOC PIPELINE","SISQUOC PIPELINE, NORTH COUNTY","34.9124","-119.805","486110","Pipeline Transportation of Crude Oil","Volatile Organic Compounds","Miscellaneous","6.9561","2008"
"TRISEP CORP.","6325 LINDMAR AVENUE","34.4356","-119.846","333319","Other Commercial and Service Industry Machinery Manufacturing","Volatile Organic Compounds","Miscellaneous","41.514","2008"
"COUNTY OF SANTA BARBARA - FOXEN CANYON","4004 FOXEN CANYON ROAD","34.6790","-120.127","562211","Hazardous Waste Treatment and Disposal","Nitrogen Oxides","Miscellaneous","5.72","2008"
"COUNTY OF SANTA BARBARA - FOXEN CANYON","4004 FOXEN CANYON ROAD","34.6790","-120.127","562211","Hazardous Waste Treatment and Disposal","Carbon Monoxide","Miscellaneous","5.96","2008"
"MT. SAN ANTONIO COMMUNITY COLLEGE","1100 N GRAND AVE BLDG. 23","34.0414","-117.845","611210","Junior Colleges","Carbon Monoxide","Institutional - schools, hospitals, prisons","10.11051","2008"
"CALAVERAS MATERIALS INC.","1300 LOWE RD","37.6116","-120.820","324121","Asphalt Paving Mixture and Block Manufacturing","Carbon Monoxide","Hot Mix Asphalt Plant","5.3700411","2008"
"CALAVERAS MATERIALS INC.","1300 LOWE RD","37.6116","-120.820","324121","Asphalt Paving Mixture and Block Manufacturing","PM10","Hot Mix Asphalt Plant","5.5348544","2008"
"FREE FLOW PACKAGING INTERNATIONAL, INC.","6195 E RANDOLPH ST","33.9783","-118.153","326199","All Other Plastics Product Manufacturing","Volatile Organic Compounds","Miscellaneous","21.485495","2008"
"USN SUBMARTINE BASE","53560        HULL ST","32.7000","-117.242","928110","National Security","Carbon Monoxide","Military Base","5.3575125","2008"
"USN SUBMARTINE BASE","53560        HULL ST","32.7000","-117.242","928110","National Security","Nitrogen Oxides","Military Base","14.621977","2008"
"CANYON ROCK","7500         MISSION GORGE RD","32.8070","-117.077","212319","Other Crushed and Broken Stone Mining and Quarrying","Carbon Monoxide","Miscellaneous","13.86","2008"
"CANYON ROCK","7500         MISSION GORGE RD","32.8070","-117.077","212319","Other Crushed and Broken Stone Mining and Quarrying","PM2.5 Primary (Filt + Cond","Miscellaneous","19.29305394","2008"
"CANYON ROCK","7500         MISSION GORGE RD","32.8070","-117.077","212319","Other Crushed and Broken Stone Mining and Quarrying","PM10","Miscellaneous","39.80769428","2008"
"HANSON AGGREGATES PACIFIC SOUTHWEST INC","550          TULIP N","33.1200","-117.098","327320","Ready-Mix Concrete Manufacturing","PM2.5 Primary (Filt + Cond","Concrete Batch Plant","10.32967","2008"
"HANSON AGGREGATES PACIFIC SOUTHWEST INC","550          TULIP N","33.1200","-117.098","327320","Ready-Mix Concrete Manufacturing","PM10","Concrete Batch Plant","13.17176","2008"
"RCP BLOCK & BRICK INC","9631         MAGNOLIA AV N","32.8520","-116.971","327331","Concrete Block and Brick Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","7.44932675","2008"
"RCP BLOCK & BRICK INC","9631         MAGNOLIA AV N","32.8520","-116.971","327331","Concrete Block and Brick Manufacturing","PM10","Miscellaneous","9.33008","2008"
"BURNEY MOUNTAIN POWER","37800 ENERGY DRIVE","40.9096","-121.637","221111","Hydroelectric Power Generation","PM2.5 Primary (Filt + Cond","Miscellaneous","8.517557054","2008"
"BURNEY MOUNTAIN POWER","37800 ENERGY DRIVE","40.9096","-121.637","221111","Hydroelectric Power Generation","PM10","Miscellaneous","9.16008","2008"
"BURNEY MOUNTAIN POWER","37800 ENERGY DRIVE","40.9096","-121.637","221111","Hydroelectric Power Generation","Sulfur Dioxide","Miscellaneous","10.03941","2008"
"BURNEY MOUNTAIN POWER","37800 ENERGY DRIVE","40.9096","-121.637","221111","Hydroelectric Power Generation","Volatile Organic Compounds","Miscellaneous","11.58161","2008"
"BURNEY MOUNTAIN POWER","37800 ENERGY DRIVE","40.9096","-121.637","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","121.66293","2008"
"BURNEY MOUNTAIN POWER","37800 ENERGY DRIVE","40.9096","-121.637","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","682.21084","2008"
"CAL INST OF TECH","650 S WILSON","34.1360","-118.127","611310","Colleges, Universities, and Professional Schools","Nitrogen Oxides","Institutional - schools, hospitals, prisons","5.796512","2008"
"CAL INST OF TECH","650 S WILSON","34.1360","-118.127","611310","Colleges, Universities, and Professional Schools","Volatile Organic Compounds","Institutional - schools, hospitals, prisons","8.28085006","2008"
"CAL INST OF TECH","650 S WILSON","34.1360","-118.127","611310","Colleges, Universities, and Professional Schools","Ammonia","Institutional - schools, hospitals, prisons","9.71372","2008"
"CAL INST OF TECH","650 S WILSON","34.1360","-118.127","611310","Colleges, Universities, and Professional Schools","Carbon Monoxide","Institutional - schools, hospitals, prisons","14.6645903","2008"
"BURNEY FOREST PRODUCTS","35586 HWY 299E","40.8725","-121.695","321113","Sawmills","Sulfur Dioxide","Miscellaneous","5.8195","2008"
"BURNEY FOREST PRODUCTS","35586 HWY 299E","40.8725","-121.695","321113","Sawmills","Volatile Organic Compounds","Miscellaneous","12.2541","2008"
"BURNEY FOREST PRODUCTS","35586 HWY 299E","40.8725","-121.695","321113","Sawmills","PM2.5 Primary (Filt + Cond","Miscellaneous","16.3292173","2008"
"BURNEY FOREST PRODUCTS","35586 HWY 299E","40.8725","-121.695","321113","Sawmills","PM10","Miscellaneous","17.5609","2008"
"BURNEY FOREST PRODUCTS","35586 HWY 299E","40.8725","-121.695","321113","Sawmills","Ammonia","Miscellaneous","117.2605","2008"
"BURNEY FOREST PRODUCTS","35586 HWY 299E","40.8725","-121.695","321113","Sawmills","Nitrogen Oxides","Miscellaneous","196.327","2008"
"BURNEY FOREST PRODUCTS","35586 HWY 299E","40.8725","-121.695","321113","Sawmills","Carbon Monoxide","Miscellaneous","1042.5438","2008"
"BALL METAL FOOD CONTAINER CORP","300 W GREGER STREET","37.7602","-120.857","332431","Metal Can Manufacturing","Volatile Organic Compounds","Miscellaneous","26.623585","2008"
"HITCO CARBON COMPOSITES INC","1600 W 135TH ST","33.9092","-118.306","336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing","Nitrogen Oxides","Miscellaneous","7.052073115","2008"
"HITCO CARBON COMPOSITES INC","1600 W 135TH ST","33.9092","-118.306","336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing","Volatile Organic Compounds","Miscellaneous","7.6908978545","2008"
"BOEGER RICE DRYER, INC.","501 RUDD LANE","39.3778","-121.708","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","7.63","2008"
"BUTTE COUNTY RICE GROWERS ASSN","1193 RICHVALE HWY","39.4926","-121.743","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","27.075","2008"
"SIERRA PACIFIC INDUSTRIES","3025 S. 5TH AVENUE","39.5163","-121.607","321912","Cut Stock, Resawing Lumber, and Planing","PM10","Miscellaneous","5.601","2008"
"SIERRA PACIFIC INDUSTRIES","3025 S. 5TH AVENUE","39.5163","-121.607","321912","Cut Stock, Resawing Lumber, and Planing","Volatile Organic Compounds","Miscellaneous","8.55","2008"
"SFPP, LP./KINDER MORGAN","2570 HEGAN LANE","39.7042","-121.810","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","40.11","2008"
"FAR WEST RICE","3455 NELSON WEST RD","39.5520","-121.766","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","16.07","2008"
